fid,identif,cap_lycee,cap_poste,cap_urgenc,cap_mat,output_location,output_usage,output_capacity,xcoord,ycoord,longitude,x,y
"943","316","20173","482","27953","113506",,,,895667.057599999,6282736.1105,895667.057599999,3950921.1138447970,2289930.3454969623
"944","18","82","9143","70344","113506",,,,892095.810457505,6238529.8620875,892095.810457505,3943477.2944386257,2246353.6342641893
"945","19","3390","3747","166558","95904",,,,895667.057599999,6237736.1105,895667.057599999,3946971.0009116279,2245238.6685710447
"946","20","40905","6712","14048","117798",,,,900667.057599999,6237736.1105,900667.057599999,3951959.8609702238,2244781.1958423862
"947","39","25044","14012","107739","67899",,,,895667.057599999,6242736.1105,895667.057599999,3947409.2205534042,2250203.0451981123
"948","40","5060","1360","155409","116948",,,,900667.057599999,6242736.1105,900667.057599999,3952398.1450040098,2249745.5156354913
"949","59","27500","6537","115916","110994","949","110993.99999999999","110994.0",895667.057599999,6247736.1105,895667.057599999,3947847.6115653585,2255167.7715756269
"950","60","28108","2948","341975","98453","950","98453.0","98453.0",900667.057599999,6247736.1105,900667.057599999,3952836.5982894711,2254710.1854570205
"951","89","50294","6155","116707","170405","951","170405.0","170405.0",890667.057599999,6252736.1105,890667.057599999,3943297.1848681001,2260590.7115253615
"952","90","21845","3858","54881","105730","952","105730.0","105730.0",895667.057599999,6252736.1105,895667.057599999,3948286.1735537993,2260132.8440925032
"953","1194","10780","5625","153397","118678",,,,1011871.1,6412870.7,1011871.1,4078402.2819404313,2408698.9770311136
"954","1197","10065","6644","106716","92412",,,,1015944.1,6413929.5,1015944.1,4082561.9526859759,2409382.6226450177
"955","1215","50679","8357","117798","270166",,,,1010667.0576,6417736.1105,1010667.0576,4077632.2224668977,2413647.9103551186
"956","1223","1176","4019","163070","167623",,,,1011814.11941308,6421858.94558411,1011814.11941308,4079143.2173716687,2417644.9877416119
"957","1213","36284","26591","39158","117798",,,,1005400.6,6418030,1005400.6,4072401.3404690842,2414418.3922623862
"958","1191","12423","17604","163070","122920",,,,996140.600000001,6413243.2,996140.600000001,4062733.2699974976,2410498.1883159247
"959","1211","55449","9467","79400","106408",,,,995636.5,6417341.8,995636.5,4062593.8714080984,2414621.0049491422
"960","1180","777","7171","105730","113506",,,,1000253.6,6408449,1000253.6,4066413.3729991121,2405355.7015646030
"961","1192","7943","17150","106716","122920",,,,1000667.0576,6412736.1105,1000667.0576,4067206.4996078890,2409582.4321339140
"962","1193","15423","1073","54881","194329",,,,1004528.5,6413208.2,1004528.5,4071102.8496786649,2409701.2589296075
"963","1182","76941","15362","87499","127767",,,,1011004.42872149,6408815.69808879,1011004.42872149,4077177.3480521906,2404744.2526749270
"964","1181","76941","15362","87499","127767",,,,1005667.0576,6407736.1105,1005667.0576,4071753.7925088550,2404154.9406743916
"965","1159","12423","2081","142826","143078",,,,995667.057599999,6402736.1105,995667.057599999,4061328.3528736150,2400090.2514753737
"966","1160","5615","1930","89506","122732",,,,1000667.0576,6402736.1105,1000667.0576,4066319.2736747698,2399635.9230065159
"967","1268","1","1","1","1",,,,983081.647764666,6404225.58068569,983081.647764666,4048898.1211483390,2402716.3895415394
"968","1135","20173","741","125962","106408",,,,985667.057599999,6397736.1105,985667.057599999,4050903.1988468608,2396026.6343150795
"969","1156","12266","1902","24518","170405",,,,980667.057599999,6402736.1105,980667.057599999,4046355.8637418696,2401454.6957092839
"970","1177","18444","5918","142826","183156",,,,985228.399999999,6407840.9,985228.399999999,4051361.6611547638,2406117.0271297581
"971","1118","90903","1761","105730","330630",,,,990667.057599999,6392736.1105,990667.057599999,4055450.7007892574,2390599.1303472798
"972","1119","14306","7159","117798","143078",,,,994182.62466542,6394895.28567757,994182.62466542,4059151.2792860018,2392426.8957557632
"973","1136","11712","4124","115916","118678",,,,990667.057599999,6397736.1105,990667.057599999,4055894.0302671394,2395571.8555497071
"974","1137","76941","4437","108402","110994",,,,995667.057599999,6397736.1105,995667.057599999,4060884.9073340110,2395117.3192948080
"975","1178","18444","5918","142826","183156",,,,991071.902945793,6408815.69808878,991071.902945793,4057280.9335567998,2406555.0436590309
"976","1157","13497","3839","39158","113506",,,,985667.057599999,6402736.1105,985667.057599999,4051346.6470217113,2400999.6377710942
"977","1158","27508","24693","56541","117798",,,,990667.057599999,6402736.1105,990667.057599999,4056337.4770273576,2400544.8230446340
"978","1179","55449","23786","95904","194329",,,,997016.600000001,6407651.8,997016.600000001,4063111.5193376448,2404856.9022874543
"979","1286","1","1","1","1",,,,987193.365563902,6403276.65916158,987193.365563902,4052918.0989356702,2401398.4177378118
"980","1434","1","1","1","1",,,,1056223.62221987,6304309.76875852,1056223.62221987,4113065.1961007183,2296767.3614313654
"981","694","21609","1819","79400","70439",,,,1060667.0576,6322736.1105,1060667.0576,4119129.0249546608,2314674.1288788286
"982","741","20916","3145","108402","122304",,,,1060710.9,6327967.3,1060710.9,4119635.3284728122,2319868.3518121112
"983","785","25670","1750","341975","159825",,,,1065899.8,6333205.7,1065899.8,4125278.3825192512,2324606.2203409933
"984","782","22923","124","130065","127767",,,,1056270.8,6332930.2,1056270.8,4115641.9757868769,2325200.7238127496
"985","783","82","12017","23408","65356",,,,1060469.6,6332571.5,1060469.6,4119801.6394575560,2324465.5255330764
"986","604","21963","954","9265","143078",,,,1060667.0576,6312736.1105,1060667.0576,4118245.1180834994,2304738.1611408023
"987","740","9120","28220","122732","98663",,,,1056560.1,6327735,1056560.1,4115471.3381730830,2320011.8737997469
"988","647","23393","10744","216","113322",,,,1055667.0576,6317736.1105,1055667.0576,4113695.9527239064,2310156.9017419154
"989","648","76941","213","108402","167623",,,,1059317.57311402,6319018.12076168,1059317.57311402,4117453.2648965232,2311101.4821284581
"990","693","52040","1814","45625","117798",,,,1056679.17096448,6320779.35799533,1056679.17096448,4114975.2509197905,2313089.4423292214
"991","1452","1","1","1","1",,,,1058890.62755389,6314173.45515256,1058890.62755389,4116598.8909270642,2306326.3937336421
"992","1433","1","1","1","1",,,,1054043.45119287,6303886.43457852,1054043.45119287,4110851.5808327720,2296543.4397333697
"993","831","670","10812","95904","170405",,,,1070604.3,6338086.7,1070604.3,4130406.4570337194,2329033.0416511255
"994","875","9325","11661","54881","270166",,,,1072151.49053458,6342736.1105,1072151.49053458,4132362.3684315006,2333514.4936063080
"995","876","8440","2001","142826","330630",,,,1074452.52156262,6341049.25489252,1074452.52156262,4134510.1251468263,2331630.7248073695
"996","830","9325","2586","79400","110994",,,,1065280.1,6339356.8,1065280.1,4125203.9314813847,2330775.1182622351
"997","873","441","14539","115916","270166",,,,1060690.7,6343394.3,1060690.7,4120979.8052907554,2335201.7009452358
"998","874","670","3805","155409","130065",,,,1065667.0576,6342736.1105,1065667.0576,4125889.2249720967,2334098.8257812965
"999","912","40637","4599","72786","118678",,,,1061035.5,6346792.5,1061035.5,4121624.7193156122,2338548.1429376714
"1000","913","27953","5239","142826","92412",,,,1065342.2,6347603.9,1065342.2,4125995.7230242230,2338966.2827084740
"1001","914","26338","270","155409","113322",,,,1070262.2122542,6347061.36825701,1070262.2122542,4130859.1680202242,2337983.6046474525
"1002","1454","1","1","1","1",,,,1058149.79273888,6308416.11030454,1058149.79273888,4115350.6508530551,2300673.1558244787
"1003","1455","1","1","1","1",,,,1058805.96071789,6306320.60611353,1058805.96071789,4115820.5038361298,2298532.1686539585
"1004","1453","1","1","1","1",,,,1058133.9555338,6311628.12056863,1058133.9555338,4115618.6467322833,2303865.7322519408
"1005","559","65516","847","14048","36286",,,,1060667.0576,6307736.1105,1060667.0576,4117803.3070139866,2299770.6395300329
"1006","1417","1","1","1","1",,,,1029299.56837177,6289366.07220446,1029299.56837177,4084871.4804714862,2284353.9963750774
"1007","424","12282","3024","31756","46745",,,,1020667.0576,6292736.1105,1020667.0576,4076552.4522287138,2288482.3021669989
"1008","462","9596","5382","79400","36286",,,,1015694.4,6298031.4,1015694.4,4072056.3114812686,2294192.6461851755
"1009","463","193","5625","79400","270166",,,,1020667.0576,6297736.1105,1020667.0576,4076993.6077264342,2293449.1657591453
"1010","506","12485","1815","115916","170405",,,,1015667.0576,6302736.1105,1015667.0576,4072444.1917999769,2298868.9971101144
"1011","508","17250","6290","39276","457767",,,,1025381.4,6303134.8,1025381.4,4082175.6636397759,2298385.8515179614
"1012","425","14048","4112","153397","159825",,,,1025667.0576,6292736.1105,1025667.0576,4081543.0853482233,2288029.9590997286
"1013","464","227","3054","38505","279505",,,,1025647,6298038.6,1025647,4081990.9610839114,2293299.0911100879
"1014","389","21845","18846","54881","159647",,,,1025667.0576,6287736.1105,1025667.0576,4081101.9964921409,2283063.4556036377
"1015","1487","1","1","1","1",,,,1019267.45697758,6299615.33445645,1019267.45697758,4075762.4536677441,2295442.6938177813
"1016","1424","1","1","1","1",,,,1022991.88908974,6292287.07804647,1022991.88908974,4078833.3090124638,2287825.9100916712
"1017","1425","1","1","1","1",,,,1023140.05605274,6294784.74970848,1023140.05605274,4079201.5625865222,2290293.5605921866
"1018","553","33930","14340","31756","98663",,,,1030667.0576,6307736.1105,1030667.0576,4087857.8194622351,2302479.1571540767
"1019","507","5060","30360","95904","127767",,,,1020240.5,6302971.6,1020240.5,4077029.8978788727,2298688.9059136324
"1020","597","3988","4005","105730","130065",,,,1025630.6,6312926.5,1025630.6,4083288.9790581367,2308091.6186872451
"1021","552","5060","816","110930","167623",,,,1025667.0576,6307736.1105,1025667.0576,4082867.0213025240,2302931.3841291000
"1022","598","8269","3518","127012","38505",,,,1030234.2,6313174.7,1030234.2,4087906.0649926718,2307921.8058597497
"1023","549","8269","5375","106716","98663",,,,1010783.1,6308023.8,1010783.1,4068036.0660146866,2304564.7692968836
"1024","550","4331","13643","80054","38505",,,,1015645.7,6307588.7,1015645.7,4072851.2019426255,2303692.0070736622
"1025","551","27500","5893","183156","116948",,,,1020667.0576,6307736.1105,1020667.0576,4077876.2588908025,2303383.8419538066
"1026","596","7943","43163","143078","98453",,,,1020799.5,6313072.3,1020799.5,4078479.6411820576,2308673.6941629830
"1027","1445","1","1","1","1",,,,1031522.07281678,6311591.11665455,1031522.07281678,4089051.7133207810,2306231.9425218422
"1028","1418","1","1","1","1",,,,1027373.39785276,6283587.56064744,1027373.39785276,4082439.2274398110,2278788.6511011878
"1029","465","16105","775","116707","46745",,,,1030667.0576,6297736.1105,1030667.0576,4086974.9997761264,2292544.6320950342
"1030","426","24961","5739","24518","98663",,,,1030667.0576,6292736.1105,1030667.0576,4086533.7536209328,2287577.8450759156
"1031","1428","1","1","1","1",,,,1030569.57091177,6296456.91971949,1030569.57091177,4086764.7960133385,2291282.7214041371
"1032","390","9120","1576","122732","116948",,,,1030667.0576,6287736.1105,1030667.0576,4086092.6172083314,2282611.3799015507
"1033","1401","1","1","1","1",,,,932816.417072129,6231067.00248132,932816.417072129,3983454.0018309257,2235224.5430619479
"1034","5","14474","4950","39158","143078",,,,950667.057599999,6227736.1105,950667.057599999,4000974.0043819207,2230292.2522541862
"1035","13","8133","3679","95904","65356",,,,950667.057599999,6232736.1105,950667.057599999,4001412.6430000393,2235255.3194480659
"1036","1403","1","1","1","1",,,,938372.678184651,6223923.23819379,938372.678184651,3988371.8907588138,2227627.2155337948
"1037","0","20173","276459","183156","159825",,,,930667.057599999,6222736.1105,930667.057599999,3980579.1046163486,2227151.2207304225
"1038","2","13497","21783","130065","159825",,,,930667.057599999,6227736.1105,930667.057599999,3981017.3059386886,2232114.1350677349
"1039","28","24566","1788","23408","159825",,,,940667.057599999,6237736.1105,940667.057599999,3991872.7075476926,2241129.4508999968
"1040","12","14057","670","21440","118678",,,,945667.057599999,6232736.1105,945667.057599999,3996423.3253664146,2235710.5086856913
"1041","4","52040","1987","108402","113322",,,,945667.057599999,6227736.1105,945667.057599999,3995984.7568646846,2230747.3899443811
"1042","1404","1","1","1","1",,,,945880.245283119,6230008.66703131,945880.245283119,3996396.8020777642,2232983.7272048867
"1043","1","50366","2417","9265","92412",,,,955667.057599999,6222736.1105,955667.057599999,4005524.7372509022,2224874.6843242319
"1044","6","22","8250","4553","106408",,,,955667.057599999,6227736.1105,955667.057599999,4005963.2989119594,2229837.3365406864
"1045","14","15956","1788","183156","113322",,,,955667.057599999,6232736.1105,955667.057599999,4006402.0078070438,2234800.3527688347
"1046","31","57584","2058","54881","110994",,,,955667.057599999,6237736.1105,955667.057599999,4006840.8635175689,2239763.7294135229
"1047","1402","1","1","1","1",,,,933742.460590882,6226006.83611099,933742.460590882,3983934.4120116038,2230117.2748281751
"1048","3","17308","1508","47834","98453",,,,940667.057599999,6227736.1105,940667.057599999,3990995.5573153570,2231202.7496315772
"1049","10","12266","26333","27953","159647","1049","159647.0","159647.0",935667.057599999,6232736.1105,935667.057599999,3986444.8354311897,2236621.5549170645
"1050","11","65516","455","108402","194329","1050","194328.99999999997","194329.0",940667.057599999,6232736.1105,940667.057599999,3991434.0558592486,2236165.9205024783
"1051","645","62594","2028","183156","67899",,,,1045550.6,6317798.3,1045550.6,4103603.1501900377,2311131.7244892796
"1052","601","25670","241","130065","113506",,,,1045667.0576,6312736.1105,1045667.0576,4103272.1100288806,2306091.4841726534
"1053","556","10780","17","153397","143078",,,,1045667.0576,6307736.1105,1045667.0576,4102830.4191271975,2301123.8606971819
"1054","1439","1","1","1","1",,,,1048074.43925484,6310194.11386054,1048074.43925484,4105450.5631211312,2303348.5796605041
"1055","1450","1","1","1","1",,,,1048148.7,6314090.4,1048148.7,4105868.9255739050,2307213.0116380923
